,eta,max_depth,n_estimators,reg_alpha,score
0,1.95025,26,79,0.2773,768.8243733314239
1,0.42790000000000006,43,107,0.35155,754.6216977531108
2,1.602,6,184,0.7129,729.1365867283675
3,1.0647,57,11,0.9059499999999999,1621.4875430778964
4,1.7114500000000001,55,204,0.48024999999999995,747.1499145433767
5,0.25875000000000004,2,68,0.44065,639.6934264422284
6,0.6269,39,104,0.42579999999999996,747.8077971192037
7,1.0050000000000001,5,232,0.1486,719.0091601986534
8,1.2836,53,15,0.6237999999999999,1083.316485062722
9,1.6418000000000001,38,161,0.04465,754.8319349120178
10,0.2886,36,241,0.5792499999999999,756.6401650277676
11,0.7065,4,217,0.76735,672.4185374154391
12,1.8507500000000001,30,172,0.97525,761.9105762794312
13,0.1095,47,82,0.5148999999999999,735.9339956052507
14,1.1045,34,242,0.9653499999999999,
15,1.2338500000000001,7,155,0.8366499999999999,
16,1.204,15,101,0.46044999999999997,
17,0.44780000000000003,25,26,0.5099499999999999,
18,1.4328500000000002,49,145,0.06445,
19,0.85575,59,70,0.5446,
20,1.5920500000000002,58,179,0.18819999999999998,
21,1.3632000000000002,16,146,0.9356499999999999,
22,0.8358500000000001,48,177,0.2377,
23,0.14930000000000002,3,53,0.23274999999999998,
24,1.45275,27,49,0.0298,
25,1.07465,44,187,0.8465499999999999,
26,0.35825,11,114,0.25749999999999995,
27,1.4627000000000001,54,112,0.31195,
28,0.8955500000000001,33,149,0.5841999999999999,
29,1.29355,8,152,0.7772499999999999,
30,0.5871000000000001,28,213,0.6732999999999999,
31,1.3930500000000001,20,103,0.60895,
32,1.97015,35,94,0.7376499999999999,
33,0.6866000000000001,10,88,0.10404999999999999,
34,0.3881,22,247,0.604,
35,1.05475,1,235,0.37629999999999997,
36,0.3085,51,135,0.6287499999999999,
37,1.7015,17,4,0.30205,
38,0.9950500000000001,14,201,0.9208,
39,0.95525,29,165,0.55945,
40,1.403,23,69,0.75745,
41,0.61695,41,1,0.7326999999999999,
42,1.1841000000000002,24,95,0.59905,
43,0.059750000000000004,37,57,0.69805,
44,0.12940000000000002,56,23,0.6336999999999999,
45,1.53235,42,8,0.0595,
46,1.1642000000000001,21,55,0.5644,
47,0.15925,45,139,0.1783,
48,0.8458000000000001,32,14,0.6436,
49,0.24880000000000002,40,173,0.47529999999999994,
50,0.8856,26,117,0.5198499999999999,
51,0.07965,43,113,0.45549999999999996,
52,1.8806,6,5,0.3268,
53,0.39805,57,132,0.054549999999999994,
54,1.0846,55,99,0.36639999999999995,
55,1.7313500000000002,2,202,0.17335,
56,1.83085,39,80,0.3565,
57,1.6219000000000001,5,50,0.11394999999999998,
58,1.6617000000000002,53,222,0.34164999999999995,
59,0.27865,38,128,0.15355,
60,1.4826000000000001,36,58,1.0,
61,1.7811000000000001,4,115,0.33175,
62,0.4677,30,29,0.0199,
