,eta,max_depth,n_estimators,reg_alpha,score
0,0.24880000000000002,6,135,0.09414999999999998,609.7188067404464
1,0.6468,34,189,0.4654,633.1996074846926
2,0.31845,4,162,0.04465,631.459019223432
3,0.55725,9,243,0.27235,613.5628562464473
4,1.1045,18,207,0.64855,644.1925774261974
5,0.2886,31,93,0.47035,640.8865324591908
6,1.33335,1,91,0.23274999999999998,602.7669531887135
7,0.01,15,129,0.39115,625.3717505348751
8,0.16920000000000002,30,246,0.4357,634.6185126222325
9,0.806,12,184,0.0397,635.3038501157099
10,1.2836,5,76,0.17335,607.7920870355881
11,1.8209000000000002,10,34,0.18819999999999998,654.2406982213403
12,1.19405,3,61,0.59905,616.5968061733048
13,1.0647,26,224,0.29214999999999997,626.9551701216959
14,0.9453,25,236,0.45054999999999995,631.047391047853
15,1.0448000000000002,19,191,0.054549999999999994,620.5111586470491
16,1.97015,24,247,0.14365,632.2284441110769
17,1.9204,7,178,1.0,619.7520670516329
18,0.17915000000000003,8,72,0.26244999999999996,639.9750860125001
19,0.9254,11,55,0.35155,638.2111873686866
20,1.9602000000000002,22,120,0.5198499999999999,637.057523487078
21,1.8706500000000001,28,111,0.5693499999999999,627.0236061882159
22,0.79605,32,56,0.5941,651.7337404498886
23,0.34830000000000005,33,51,0.12384999999999999,638.3184497849903
24,1.5522500000000001,23,57,0.01,628.5168637237254
25,1.6219000000000001,6,228,0.92575,620.6586408011691
26,1.2637,34,198,0.0199,633.414064957097
27,1.4826000000000001,4,125,0.30205,636.3699976441288
28,1.4328500000000002,9,152,0.1387,643.7338635666974
29,1.2537500000000001,18,159,0.9802,647.107577198797
30,1.21395,31,88,0.13374999999999998,617.0635762401231
31,0.7264,1,48,0.7624,607.9558231519683
32,1.7114500000000001,15,31,0.6782499999999999,667.4156841372647
33,0.607,30,216,0.07434999999999999,625.284234362027
34,1.67165,12,60,0.9702999999999999,640.0593398006359
35,0.8657,5,114,0.0793,605.0639702744957
36,0.5871000000000001,10,132,0.8960499999999999,649.0853619153912
37,1.7313500000000002,3,158,0.15355,637.6238620386224
38,1.35325,26,249,0.4159,643.7602261800441
