,eta,max_depth,n_estimators,reg_alpha,score
0,0.5473,34,19,0.9059499999999999,332.2081247216069
1,0.09955,14,107,0.5297499999999999,109.11324074048004
2,1.45275,10,206,0.7326999999999999,108.97573949853893
3,1.3234000000000001,9,72,0.11889999999999999,101.85630480151616
4,1.1045,21,85,0.40104999999999996,108.46727055564996
5,1.6219000000000001,2,54,0.6237999999999999,161.4420168429941
6,1.67165,24,165,0.0298,99.80915642880866
7,1.1144500000000002,4,239,0.42579999999999996,103.06708779766399
8,1.7313500000000002,23,164,0.20304999999999998,102.44431564483108
9,0.77615,22,189,0.08919999999999999,97.92026158398706
10,1.3433000000000002,28,51,0.1387,
11,1.1841000000000002,25,82,0.0793,
12,1.4229,6,238,0.25749999999999995,
13,1.2537500000000001,7,246,0.31195,
14,0.3682,16,24,0.0496,
15,0.42790000000000006,31,134,0.46044999999999997,
16,1.8706500000000001,17,159,0.31689999999999996,
17,0.019950000000000002,29,123,0.33175,
18,1.95025,11,230,0.6386499999999999,
19,1.8607,32,16,0.38125,
20,1.7114500000000001,18,169,0.4456,
21,0.19905,1,67,0.703,
22,0.2886,20,108,0.21295,
23,0.22890000000000002,15,153,0.1783,
24,0.31845,19,83,0.76735,
25,1.5423,34,174,0.1684,
26,0.049800000000000004,14,199,0.7425999999999999,
27,1.0249000000000001,10,156,0.04465,
28,1.15425,9,195,0.8812,
29,0.53735,21,70,0.18325,
30,1.0647,2,29,0.9158499999999999,
31,0.9751500000000001,24,78,0.7129,
32,0.12940000000000002,4,236,0.87625,
33,0.44780000000000003,23,32,0.45549999999999996,
34,1.47265,22,140,0.97525,
35,1.99005,28,36,0.13374999999999998,
36,0.18910000000000002,25,84,0.7525,
37,1.0846,6,214,0.75745,
38,1.2637,7,213,0.9455499999999999,
39,0.4677,16,136,0.604,
40,0.27865,31,119,0.8465499999999999,
41,1.204,17,41,0.18819999999999998,
42,0.0697,29,172,0.34164999999999995,
43,0.49755000000000005,11,226,0.39609999999999995,
44,0.7463000000000001,32,111,0.36639999999999995,
45,1.5025000000000002,18,225,0.11394999999999998,
46,0.8657,1,39,0.8366499999999999,
47,0.34830000000000005,20,56,0.5841999999999999,
48,1.19405,15,149,0.8713,
49,1.602,19,5,0.12384999999999999,
50,0.45775000000000005,34,249,0.2278,
51,1.93035,14,30,0.82675,
52,0.79605,10,183,0.7475499999999999,
53,1.3632000000000002,9,240,0.054549999999999994,
54,0.806,21,209,0.6336999999999999,
55,0.24880000000000002,2,37,0.71785,
56,1.4627000000000001,24,171,0.47035,
57,1.5522500000000001,4,109,0.81685,
58,1.8507500000000001,23,168,0.7376499999999999,
59,0.9055000000000001,22,31,0.9603999999999999,
60,1.0945500000000001,28,7,0.8316999999999999,
61,0.059750000000000004,25,106,0.2971,
62,0.029900000000000003,6,245,0.58915,
63,1.7214,7,15,0.7970499999999999,
64,1.31345,16,99,0.9356499999999999,
65,1.5622,31,21,0.2773,
66,1.01495,17,52,0.5545,
67,0.6567500000000001,29,110,0.9802,
68,1.07465,11,217,0.4654,
69,0.0896,32,221,0.9702999999999999,
70,1.2836,18,181,0.7920999999999999,
71,0.5871000000000001,1,10,0.60895,
72,0.71645,20,241,0.19315,
73,0.9851000000000001,15,76,0.8861499999999999,
74,0.7264,19,166,0.8613999999999999,
75,0.11945,34,1,0.42084999999999995,
76,0.23885,14,233,0.39115,
77,0.55725,10,248,0.9108999999999999,
78,1.49255,9,231,0.9307,
79,0.37815000000000004,21,190,0.7227999999999999,
80,0.26870000000000005,2,137,0.4357,
81,0.7662,24,198,0.49015,
82,0.87565,4,122,0.7772499999999999,
83,0.48760000000000003,23,138,0.8218,
84,0.9254,22,142,0.4951,
85,1.2736500000000002,28,210,0.86635,
86,0.33835000000000004,25,182,0.54955,
87,0.607,6,179,0.6634,
88,1.6617000000000002,7,94,0.5148999999999999,
89,1.37315,16,132,0.7871499999999999,
90,0.6766500000000001,31,218,0.6535,
91,1.61195,17,131,0.37629999999999997,
92,1.6816000000000002,29,120,0.06939999999999999,
93,0.9453,11,118,0.55945,
94,1.5721500000000002,32,242,0.30205,
95,0.5274000000000001,18,49,0.5247999999999999,
96,1.5224,1,69,0.34659999999999996,
97,1.13435,20,4,0.2377,
98,0.35825,15,205,0.2872,
99,1.5821,19,167,0.0397,
100,0.5672,34,88,0.92575,
101,2.0,14,154,0.44065,
102,0.8955500000000001,10,141,0.307,
103,0.5174500000000001,9,229,0.43074999999999997,
104,1.0050000000000001,21,11,0.208,
105,1.9801000000000002,2,157,0.5941,
106,0.8458000000000001,24,243,0.9504999999999999,
107,0.17915000000000003,4,121,0.024849999999999997,
108,1.0448000000000002,23,194,0.6831999999999999,
109,1.8209000000000002,22,143,0.3268,
110,1.8905500000000002,28,77,0.09414999999999998,
111,0.15925,25,101,0.9009999999999999,
112,1.9104500000000002,6,86,1.0,
113,1.9005,7,161,0.6732999999999999,
114,0.1095,16,116,0.6782499999999999,
115,0.7065,31,81,0.5099499999999999,
116,0.039850000000000003,17,188,0.5198499999999999,
117,1.21395,29,113,0.8415999999999999,
118,0.25875000000000004,11,191,0.48519999999999996,
119,1.4428,32,175,0.36145,
120,1.97015,18,42,0.01,
121,0.20900000000000002,1,6,0.9653499999999999,
122,1.7413,20,89,0.6436,
123,1.2338500000000001,15,73,0.6287499999999999,
124,0.8856,19,197,0.7624,
125,1.77115,34,187,0.8514999999999999,
126,0.47765,14,23,0.5446,
127,0.01,10,201,0.8960499999999999,
128,0.3881,9,75,0.7723,
129,1.81095,21,208,0.80695,
130,1.9403000000000001,2,45,0.15355,
131,1.79105,24,176,0.0595,
132,0.69655,4,57,0.48024999999999995,
133,0.6667000000000001,23,204,0.17335,
134,1.3930500000000001,22,125,0.034749999999999996,
135,0.40800000000000003,28,8,0.23274999999999998,
136,0.29855000000000004,25,97,0.7821999999999999,
137,1.5920500000000002,6,148,0.25255,
138,1.51245,7,3,0.9554499999999999,
139,1.29355,16,158,0.1981,
140,1.9204,31,223,0.8019999999999999,
141,0.9652000000000001,17,202,0.70795,
142,1.8806,29,33,0.59905,
143,1.403,11,28,0.9900999999999999,
144,0.07965,32,14,0.3565,
145,0.63685,18,63,0.10404999999999999,
146,0.14930000000000002,1,162,0.9405999999999999,
147,0.5970500000000001,20,234,0.65845,
148,1.7612,15,227,0.28225,
149,0.41795000000000004,19,127,0.5742999999999999,
150,0.13935000000000003,34,211,0.10899999999999999,
151,1.8010000000000002,14,235,0.5644,
152,1.3831,10,96,0.45054999999999995,
153,1.6418000000000001,9,152,0.08424999999999999,
154,0.6468,21,150,0.3862,
155,1.2438,2,90,0.66835,
156,0.3284,24,170,0.1486,
157,0.61695,4,160,0.69805,
