,eta,max_depth,n_estimators,reg_alpha,score
0,0.5970500000000001,41,237,0.6386499999999999,374.18450938777823
1,1.0249000000000001,14,246,0.6188499999999999,373.6232246964969
2,0.87565,23,136,0.1981,368.3397000713666
3,0.20900000000000002,15,229,0.8119,369.0984209957605
4,1.7114500000000001,35,78,0.40104999999999996,373.11727602292325
5,0.43785,13,154,0.9405999999999999,365.9261715631281
6,0.7861,46,10,0.5792499999999999,1040.2514979558598
7,1.8607,28,45,0.703,368.75667717234495
8,1.0945500000000001,55,199,0.7821999999999999,365.60722895994485
9,0.039850000000000003,57,231,0.5644,374.40214911019433
10,0.1095,21,248,0.3367,363.03274106067215
11,0.8159500000000001,45,181,0.31689999999999996,364.91929367044435
12,0.44780000000000003,40,147,0.01,359.4019090235788
13,1.7413,22,144,0.8415999999999999,368.849713454383
14,1.4826000000000001,10,221,0.39115,367.2661925889747
15,1.2736500000000002,39,95,0.42579999999999996,377.7211739636329
16,1.0647,30,49,0.9208,368.57230967102265
17,0.39805,33,195,0.7970499999999999,363.85421973855756
18,1.8507500000000001,3,119,0.9802,348.49007633726006
19,1.93035,16,75,0.43074999999999997,379.8414098019384
20,0.15925,18,2,0.25255,3662.733218321371
21,1.4129500000000002,25,70,0.0595,360.6790724388878
22,0.7065,52,25,0.11889999999999999,400.72742842934485
23,1.1045,31,77,0.20304999999999998,364.62780058394765
24,1.9403000000000001,34,51,0.054549999999999994,369.01464077570535
25,0.48760000000000003,59,214,0.06939999999999999,368.3019832384311
26,0.6269,44,84,0.09909999999999998,365.072451222046
27,0.3284,56,97,0.7920999999999999,364.4041314346045
28,1.2438,54,113,0.76735,364.7226672883099
29,1.05475,6,179,0.09414999999999998,358.18524944379624
30,1.6219000000000001,50,87,0.5198499999999999,370.8342752180404
31,1.15425,49,140,0.29214999999999997,362.37299009613736
32,1.83085,36,202,0.8514999999999999,370.7051577103567
33,1.07465,20,239,0.6436,374.33774694947743
34,0.6667000000000001,8,188,0.15355,370.1256223799058
35,1.3433000000000002,4,168,1.0,353.9172515078517
36,1.3930500000000001,51,86,0.8960499999999999,360.65982541608764
37,1.37315,53,150,0.48519999999999996,373.07906110145905
38,1.79105,1,138,0.7227999999999999,335.5922158630359
39,1.1144500000000002,48,64,0.0793,364.5875555552431
40,0.5274000000000001,43,53,0.6287499999999999,373.3670023240309
41,0.8358500000000001,32,176,0.34659999999999996,371.75568381148815
42,0.6468,2,46,0.5148999999999999,338.5901819737156
43,0.11945,47,35,0.5049999999999999,376.219764803215
44,0.49755000000000005,11,249,0.3268,364.3226927851526
45,0.7463000000000001,7,198,0.9059499999999999,348.93741557109826
46,0.9652000000000001,26,171,0.4654,370.7462926675455
47,0.57715,24,121,0.5941,372.79852634355
48,0.63685,42,18,0.75745,504.1712003878586
49,0.6866000000000001,29,219,0.1288,364.7575283181368
50,1.0050000000000001,41,212,0.18819999999999998,367.452605575259
51,0.01,14,206,0.7871499999999999,366.04533633000574
52,1.99005,23,69,0.65845,373.2837374633505
53,1.2239,15,83,0.4951,373.2068693098843
54,0.27865,35,23,0.3565,428.03498580398394
55,0.09955,13,187,0.37629999999999997,361.5518316132631
56,0.95525,46,228,0.1387,371.87768459143086
57,0.85575,28,242,0.1585,366.1953049759238
58,0.607,55,93,0.35155,370.7831281440503
59,0.9254,57,80,0.39609999999999995,365.3643988362276
60,1.5920500000000002,21,224,0.8861499999999999,362.0811993186269
61,1.5622,45,191,0.87625,366.0060648073117
62,0.9851000000000001,40,245,0.71785,364.76051695586466
63,0.7562500000000001,22,73,0.034749999999999996,358.6484186854861
64,1.97015,10,89,0.2872,356.18201544427166
65,1.5721500000000002,39,74,0.7624,364.8716170422318
66,0.35825,30,167,0.7772499999999999,363.41277251121437
67,1.2338500000000001,33,67,0.24264999999999998,359.89745063834084
68,1.77115,3,169,0.2476,346.21284271896894
69,1.403,16,101,0.47529999999999994,372.46981695118
70,0.6567500000000001,18,58,0.9554499999999999,365.5945591062787
71,1.69155,25,170,0.42084999999999995,376.00275529566755
72,0.8856,52,174,0.21295,368.74601452869956
73,0.61695,31,26,0.49015,401.19507584024404
74,0.029900000000000003,34,194,0.21789999999999998,372.07204224711086
75,1.5522500000000001,59,107,0.18325,366.1245210636912
76,1.47265,44,60,0.9307,368.87571318026016
77,2.0,56,207,0.08919999999999999,362.64159733008574
78,1.7512500000000002,54,116,0.5742999999999999,373.1048162212344
79,0.3682,6,56,0.54955,354.887118980142
80,0.7363500000000001,50,36,0.11394999999999998,367.94517192259156
81,0.53735,49,173,0.6831999999999999,370.18245401690297
82,1.61195,36,62,0.45549999999999996,380.4504238523463
83,0.42790000000000006,20,43,0.0397,364.49656501116016
84,1.1841000000000002,8,117,0.8613999999999999,360.1979698391524
85,1.81095,4,59,0.38125,342.6829154034123
86,0.71645,51,90,0.14365,370.2040485931663
87,1.3234000000000001,53,92,0.40599999999999997,375.8460009593421
88,0.3881,1,79,0.4456,337.5216298844262
89,1.29355,48,66,0.9108999999999999,360.37033287968853
90,1.6418000000000001,43,61,0.0496,367.7856400175201
91,1.7313500000000002,32,137,0.58915,370.5459249663589
92,1.602,2,216,0.5247999999999999,351.3773027946373
93,0.13935000000000003,47,183,0.2773,359.32042637143576
94,0.9751500000000001,11,16,0.44065,583.0238970421904
95,0.31845,7,135,0.70795,357.5600559924905
96,1.45275,26,236,0.8713,367.0084164718382
97,1.01495,24,76,0.26739999999999997,358.6122614649355
98,0.24880000000000002,42,120,0.5841999999999999,
99,1.2537500000000001,29,111,0.7525,
100,1.51245,41,157,0.5693499999999999,
101,1.0846,14,11,0.5347,
102,1.5025000000000002,23,33,0.6336999999999999,
103,0.7264,15,193,0.12384999999999999,
104,1.3831,35,149,0.1783,
105,1.9005,13,5,0.5545,
106,1.3035,46,215,0.8564499999999999,
107,1.9104500000000002,28,48,0.10404999999999999,
108,0.29855000000000004,55,233,0.9653499999999999,
109,1.03485,57,158,0.6535,
110,1.8010000000000002,21,153,0.2377,
111,1.67165,45,50,0.7326999999999999,
112,1.9801000000000002,40,115,0.5297499999999999,
113,0.8657,22,37,0.9009999999999999,
114,0.0896,10,213,0.59905,
115,0.049800000000000004,39,205,0.024849999999999997,
116,1.5821,30,220,0.19315,
117,1.4428,33,166,0.6930999999999999,
118,1.8408,3,94,0.10899999999999999,
119,0.9154500000000001,16,8,0.8910999999999999,
120,1.21395,18,14,0.9950499999999999,
121,1.204,25,118,0.97525,
122,0.19905,52,109,0.41095,
123,0.9453,31,247,0.92575,
124,0.7662,34,232,0.6634,
125,0.40800000000000003,59,104,0.6782499999999999,
126,0.8259000000000001,44,189,0.34164999999999995,
127,1.4627000000000001,56,126,0.04465,
128,0.33835000000000004,54,63,0.23274999999999998,
129,1.4328500000000002,6,99,0.6237999999999999,
130,0.16920000000000002,50,57,0.0199,
131,0.3085,49,19,0.36639999999999995,
132,1.8905500000000002,36,27,0.1684,
133,1.53235,20,13,0.36145,
134,0.55725,8,91,0.32184999999999997,
135,0.45775000000000005,4,145,0.26244999999999996,
136,0.21895000000000003,51,71,0.7129,
137,0.07965,53,54,0.45054999999999995,
138,1.65175,1,230,0.13374999999999998,
139,0.14930000000000002,48,65,0.9356499999999999,
140,0.5075000000000001,43,210,0.6139,
141,0.77615,32,72,0.604,
142,0.23885,2,192,0.55945,
143,1.95025,47,4,0.9900999999999999,
144,0.9950500000000001,11,110,0.9504999999999999,
145,1.8209000000000002,7,21,0.28225,
146,0.6766500000000001,26,190,0.46044999999999997,
147,0.34830000000000005,24,20,0.8316999999999999,
148,1.63185,42,15,0.47035,
149,0.5871000000000001,29,106,0.7475499999999999,
150,0.37815000000000004,41,223,0.8812,
151,0.22890000000000002,14,82,0.82675,
152,1.2637,23,24,0.66835,
153,0.8955500000000001,15,162,0.31195,
154,1.9204,35,226,0.2278,
155,1.8706500000000001,13,114,0.8218,
156,0.26870000000000005,46,30,0.0298,
157,0.79605,28,175,0.9603999999999999,
158,0.47765,55,112,0.16344999999999998,
159,1.2836,57,152,0.53965,
160,0.806,21,146,0.8366499999999999,
161,1.35325,45,164,0.64855,
162,0.12940000000000002,40,28,0.3862,
163,0.059750000000000004,22,196,0.8019999999999999,
164,1.0448000000000002,10,163,0.7425999999999999,
165,1.7612,39,34,0.9702999999999999,
166,1.6816000000000002,30,38,0.5099499999999999,
