,eta,max_depth,n_estimators,reg_alpha,score
0,1.65175,1,62,0.604,231.96134271729125
1,1.77115,15,21,0.01,254.25873684872377
2,1.83085,20,137,0.1684,78.16818516050671
3,1.21395,22,25,0.76735,166.76115098220924
4,0.33835000000000004,10,223,0.36639999999999995,73.47541377064523
5,0.39805,28,15,0.0397,583.628017910123
6,0.57715,14,188,0.7772499999999999,75.32693734973738
7,1.8706500000000001,23,117,0.7326999999999999,75.95120820408461
8,1.602,9,10,0.8514999999999999,1336.8972690121552
9,0.45775000000000005,6,227,0.6930999999999999,70.77298772903202
10,1.67165,19,107,0.70795,
11,0.19905,4,4,0.9900999999999999,
12,1.03485,8,249,0.64855,
13,1.9204,16,74,0.36145,
14,0.7662,2,173,0.6782499999999999,
15,1.9403000000000001,29,214,0.07434999999999999,
16,0.11945,25,235,0.37134999999999996,
17,0.9851000000000001,3,60,0.8415999999999999,
18,1.8209000000000002,21,114,0.10899999999999999,
19,0.8458000000000001,27,78,0.2872,
20,1.3433000000000002,24,123,0.28225,
21,1.5821,17,76,0.9653499999999999,
22,1.5622,11,163,0.3268,
23,0.7264,13,80,0.9603999999999999,
24,0.01,7,104,0.5198499999999999,
25,1.6219000000000001,1,191,0.97525,
26,1.6816000000000002,15,239,0.024849999999999997,
27,1.01495,20,12,0.40599999999999997,
28,0.31845,22,247,0.75745,
29,0.5274000000000001,10,106,0.2971,
30,1.4627000000000001,28,98,0.8019999999999999,
31,1.4129500000000002,14,1,0.034749999999999996,
32,1.35325,23,233,0.31689999999999996,
33,0.12940000000000002,9,177,0.6188499999999999,
34,1.0050000000000001,6,130,0.7821999999999999,
35,1.15425,19,100,0.20304999999999998,
36,0.9453,4,220,0.09414999999999998,
37,0.039850000000000003,8,87,0.6386499999999999,
38,0.22890000000000002,16,86,0.4654,
39,0.6766500000000001,2,35,0.33175,
40,1.9602000000000002,29,175,0.8960499999999999,
41,0.9254,25,215,0.7871499999999999,
42,1.17415,3,195,0.9504999999999999,
43,1.7313500000000002,21,166,0.58915,
44,1.7114500000000001,27,212,0.87625,
45,1.7214,24,42,0.06939999999999999,
46,1.07465,17,206,0.16344999999999998,
47,0.7562500000000001,11,238,0.7227999999999999,
48,0.61695,13,180,0.12384999999999999,
49,0.14930000000000002,7,43,0.9158499999999999,
50,1.53235,1,132,0.54955,
51,1.4428,15,40,0.53965,
52,0.059750000000000004,20,14,0.39115,
53,1.37315,22,157,0.49015,
54,0.8259000000000001,10,89,0.06445,
55,0.21895000000000003,28,236,0.4159,
56,1.204,14,19,0.43074999999999997,
57,0.47765,23,133,0.69805,
58,0.77615,9,174,0.9009999999999999,
59,1.2239,6,52,0.9950499999999999,
60,1.19405,19,240,0.34659999999999996,
61,0.5473,4,111,0.2476,
62,1.7612,8,161,0.5941,
63,0.7363500000000001,16,138,0.8316999999999999,
64,1.99005,2,95,0.25749999999999995,
65,1.0448000000000002,29,245,0.8119,
66,0.9751500000000001,25,116,0.0199,
67,0.71645,3,73,0.39609999999999995,
68,1.3035,21,109,0.27235,
69,0.17915000000000003,27,34,0.7525,
70,1.4826000000000001,24,150,0.8910999999999999,
71,1.13435,17,140,0.6881499999999999,
72,0.7861,11,243,0.5297499999999999,
73,1.7413,13,16,0.8465499999999999,
74,0.43785,7,219,0.1288,
75,0.07965,1,179,0.9554499999999999,
76,0.16920000000000002,15,103,0.3862,
77,0.0896,20,18,0.2377,
78,0.40800000000000003,22,72,0.13374999999999998,
79,0.6567500000000001,10,112,0.8812,
80,1.0945500000000001,28,23,0.26739999999999997,
81,1.3831,14,152,0.7723,
82,0.79605,23,5,0.4456,
83,0.87565,9,69,0.5792499999999999,
84,0.93535,6,118,0.45549999999999996,
85,0.3284,19,96,0.1585,
86,0.18910000000000002,4,9,0.25255,
87,0.3881,8,3,0.47035,
88,0.15925,16,145,0.38125,
89,1.5920500000000002,2,172,0.4951,
90,0.27865,29,178,0.40104999999999996,
91,0.806,25,155,0.47529999999999994,
92,0.6866000000000001,3,211,0.5644,
93,0.35825,21,192,0.5693499999999999,
94,1.8408,27,181,0.1387,
95,0.6269,24,165,0.66835,
96,1.5721500000000002,17,49,0.22285,
97,0.41795000000000004,11,11,0.37629999999999997,
