,eta,max_depth,n_estimators,reg_alpha,score
0,0.8358500000000001,13,21,0.34164999999999995,109.40580034686609
1,0.5871000000000001,4,72,0.25255,19.036523939433227
2,1.9005,1,44,0.9702999999999999,137.54424567401438
3,0.0896,21,48,0.8861499999999999,20.121811527629323
4,0.9254,22,243,0.11394999999999998,19.16445928073204
5,1.49255,19,37,0.60895,26.858846220337224
6,0.5075000000000001,18,70,0.18819999999999998,18.54131335427072
7,1.3831,26,71,0.8910999999999999,19.36936015851032
8,1.9801000000000002,33,192,0.7821999999999999,18.946655803151035
9,0.37815000000000004,9,8,0.9356499999999999,1129.205191069754
10,0.7463000000000001,6,89,0.6782499999999999,
11,0.35825,3,217,0.9554499999999999,
12,0.27865,17,10,0.7525,
13,1.403,31,40,0.8564499999999999,
14,1.45275,7,113,0.9009999999999999,
15,0.6567500000000001,30,233,0.16344999999999998,
16,0.79605,29,81,0.5000499999999999,
17,1.5423,5,110,0.7227999999999999,
18,0.12940000000000002,15,97,0.3367,
19,0.059750000000000004,34,116,0.08424999999999999,
20,0.5970500000000001,14,157,0.7772499999999999,
21,2.0,27,138,0.2476,
22,0.3085,23,35,0.7425999999999999,
23,0.57715,8,65,0.58915,
24,1.5622,12,26,0.7920999999999999,
25,1.9204,13,109,0.1783,
26,1.2836,4,80,0.38125,
27,1.2438,1,140,0.604,
28,0.53735,21,184,0.2377,
29,0.5174500000000001,22,11,0.2971,
30,0.8856,19,94,0.5049999999999999,
31,1.1642000000000001,18,53,0.4951,
32,0.07965,26,106,0.6386499999999999,
33,1.1443,33,118,0.9307,
34,1.2537500000000001,9,197,0.23274999999999998,
35,1.204,6,125,0.6139,
36,0.17915000000000003,3,91,0.48519999999999996,
37,0.69655,17,130,0.47035,
38,1.0945500000000001,31,95,0.7277499999999999,
39,0.3881,7,13,0.36639999999999995,
40,1.7313500000000002,30,231,0.8019999999999999,
41,0.9950500000000001,29,195,0.86635,
42,1.2736500000000002,5,92,0.3862,
43,1.8209000000000002,15,20,0.4159,
44,0.24880000000000002,34,225,0.5347,
45,0.18910000000000002,14,39,0.8316999999999999,
46,1.15425,27,190,0.4456,
47,1.5821,23,112,0.5545,
48,0.49755000000000005,8,79,0.1585,
49,0.7562500000000001,12,126,0.19315,
50,0.01,13,25,0.44065,
51,0.19905,4,153,0.07434999999999999,
52,0.15925,1,170,0.0199,
53,1.29355,21,206,0.6831999999999999,
54,1.3433000000000002,22,210,0.10899999999999999,
55,0.43785,19,150,0.5792499999999999,
56,0.55725,18,136,0.64855,
57,0.95525,26,82,0.6287499999999999,
58,1.0448000000000002,33,167,0.31689999999999996,
59,0.31845,9,152,0.12384999999999999,
60,0.29855000000000004,6,61,0.65845,
61,1.53235,3,182,0.47529999999999994,
62,1.93035,17,1,0.8119,
63,0.8458000000000001,31,41,0.8613999999999999,
64,1.01495,7,134,0.7970499999999999,
65,0.09955,30,180,0.8366499999999999,
66,1.6219000000000001,29,16,0.024849999999999997,
67,1.7413,5,161,0.97525,
68,1.4229,15,224,0.76735,
69,1.2338500000000001,34,129,0.703,
70,1.0249000000000001,14,34,0.01495,
71,0.25875000000000004,27,17,0.18325,
72,1.07465,23,107,0.34659999999999996,
73,1.2239,8,139,0.75745,
74,0.22890000000000002,12,248,0.9653499999999999,
75,0.3284,13,29,0.59905,
76,0.39805,4,165,0.6732999999999999,
77,1.99005,1,205,0.35155,
78,0.11945,21,50,0.5099499999999999,
79,0.71645,22,191,0.70795,
80,0.26870000000000005,19,242,0.13374999999999998,
81,0.8159500000000001,18,232,0.1684,
82,1.8905500000000002,26,240,0.06445,
83,1.4627000000000001,33,32,0.09414999999999998,
84,1.8806,9,202,0.5297499999999999,
85,0.4677,6,155,0.6237999999999999,
86,1.83085,3,175,0.37134999999999996,
87,1.9104500000000002,17,51,0.10404999999999999,
88,0.039850000000000003,31,6,0.9108999999999999,
89,0.6468,7,121,0.39115,
90,0.019950000000000002,30,213,0.3268,
91,1.7811000000000001,29,171,0.15355,
92,1.8607,5,78,0.66835,
93,1.0647,15,86,0.5198499999999999,
94,1.1144500000000002,34,96,0.36145,
95,0.9751500000000001,14,133,0.8960499999999999,
96,0.77615,27,239,0.7475499999999999,
97,0.23885,23,59,0.9208,
98,0.9154500000000001,8,132,0.8514999999999999,
99,1.4328500000000002,12,15,0.0496,
100,0.61695,13,9,0.8713,
101,1.8706500000000001,4,62,0.7624,
102,1.7512500000000002,1,142,0.8218,
103,1.69155,21,31,0.0793,
104,0.40800000000000003,22,122,0.27235,
105,0.7861,19,115,0.7871499999999999,
106,0.14930000000000002,18,123,0.034749999999999996,
107,0.34830000000000005,26,137,0.69805,
108,0.6766500000000001,33,120,0.20304999999999998,
109,0.9652000000000001,9,85,0.26244999999999996,
110,0.13935000000000003,6,24,0.01,
111,0.5473,3,46,0.24264999999999998,
112,1.8010000000000002,17,47,0.6336999999999999,
113,0.45775000000000005,31,214,0.307,
114,0.806,7,200,0.40104999999999996,
115,1.19405,30,221,0.6930999999999999,
116,1.7114500000000001,29,146,0.14365,
117,1.4129500000000002,5,245,0.6436,
118,0.3682,15,229,0.92575,
119,0.8955500000000001,34,54,0.49015,
120,0.8657,14,196,0.25749999999999995,
121,1.3035,27,5,0.5247999999999999,
122,1.1244,23,131,0.9802,
123,1.4428,8,60,0.9158499999999999,
124,0.33835000000000004,12,108,0.45549999999999996,
125,0.44780000000000003,13,166,0.55945,
126,1.7015,4,226,0.3565,
127,0.1095,1,141,0.06939999999999999,
128,1.97015,21,235,0.81685,
129,1.3632000000000002,22,207,0.30205,
130,1.6418000000000001,19,151,0.08919999999999999,
131,1.8507500000000001,18,199,0.0397,
132,0.2886,26,149,0.21789999999999998,
133,0.85575,33,185,0.82675,
134,1.31345,9,201,0.9950499999999999,
135,1.6617000000000002,6,52,0.5644,
136,0.8259000000000001,3,186,0.21295,
137,1.2637,17,181,0.054549999999999994,
138,1.95025,31,14,0.9455499999999999,
139,0.7065,7,99,0.32184999999999997,
140,1.61195,30,73,0.5148999999999999,
141,1.5025000000000002,29,69,0.208,
142,1.37315,5,178,0.6634,
143,1.6816000000000002,15,90,0.7129,
144,0.9055000000000001,34,100,0.5693499999999999,
145,0.42790000000000006,14,249,0.1981,
146,0.607,27,119,0.04465,
147,1.63185,23,145,0.7376499999999999,
148,1.7214,8,64,0.40599999999999997,
149,0.16920000000000002,12,66,0.4654,
150,1.8408,13,179,0.2773,
151,1.1045,4,30,0.9603999999999999,
152,1.65175,1,187,0.9504999999999999,
153,0.20900000000000002,21,19,0.26739999999999997,
154,0.5274000000000001,22,238,0.8415999999999999,
155,1.05475,19,56,0.29214999999999997,
156,1.47265,18,174,0.48024999999999995,
157,0.63685,26,76,1.0,
158,1.13435,33,104,0.46044999999999997,
159,1.17415,9,147,0.28225,
160,1.3930500000000001,6,63,0.6188499999999999,
161,0.049800000000000004,3,124,0.45054999999999995,
162,1.5224,17,42,0.7326999999999999,
163,1.9403000000000001,31,219,0.80695,
164,0.9851000000000001,7,111,0.5841999999999999,
165,1.03485,30,45,0.8812,
166,1.35325,29,230,0.6881499999999999,
167,0.6667000000000001,5,12,0.6535,
168,1.77115,15,114,0.37629999999999997,
169,0.6866000000000001,34,75,0.9405999999999999,
170,0.7363500000000001,14,218,0.53965,
171,1.4826000000000001,27,22,0.42084999999999995,
