,eta,max_depth,n_estimators,reg_alpha,score
0,0.9254,23,112,0.81685,32.037323388478576
1,0.7065,30,38,0.6782499999999999,36.09167355140834
2,0.53735,11,90,0.5446,32.65368370670648
3,0.34830000000000005,17,183,0.48519999999999996,34.848554217825026
4,0.5970500000000001,3,135,0.40104999999999996,28.846056767413856
5,1.8607,1,192,0.7277499999999999,87.1511679900279
6,0.8657,14,172,0.27235,34.624290017191726
7,0.6468,19,95,0.7772499999999999,32.713759176525436
8,1.5025000000000002,10,25,0.9802,74.39992324344229
9,1.7214,2,222,0.8119,24.067823329489794
10,0.806,20,29,0.16344999999999998,56.59733051142729
11,0.6567500000000001,25,73,0.3565,33.7812666757883
12,1.69155,29,210,0.48024999999999995,35.44252688864341
13,1.47265,8,131,0.0298,34.155695755100254
14,1.7413,21,30,0.9900999999999999,50.991355358258424
15,0.7264,28,33,0.8910999999999999,44.84771608491559
16,1.403,15,199,0.01495,35.75404045490125
17,1.9403000000000001,12,42,0.80695,34.70124982937049
18,0.9851000000000001,18,107,0.6881499999999999,31.499065616404096
19,1.7612,7,128,0.07434999999999999,34.79181839823037
20,0.8358500000000001,6,34,0.3268,40.40792060461562
21,1.49255,31,26,0.5644,67.7682990888904
22,1.8408,32,10,0.30205,697.6710290714436
23,1.8706500000000001,34,51,0.2278,34.10313126308078
24,1.5224,26,116,0.8613999999999999,32.407220733128206
25,1.05475,23,13,0.1783,406.14965105449556
26,1.5622,30,119,0.97525,34.598751243461834
27,1.1841000000000002,11,83,0.38125,33.85288318178761
28,0.7363500000000001,17,103,0.7871499999999999,32.316868333500786
29,1.4627000000000001,3,165,0.44065,
30,1.1144500000000002,1,39,0.5792499999999999,
31,0.5075000000000001,14,77,0.7821999999999999,
32,1.2637,19,75,0.01,
33,0.85575,10,137,0.8366499999999999,
34,0.57715,2,57,0.32184999999999997,
35,0.31845,20,2,0.06939999999999999,
36,0.14930000000000002,25,20,0.36145,
37,0.7662,29,224,0.06445,
38,1.07465,8,182,0.64855,
39,1.31345,21,58,0.04465,
40,1.01495,28,217,0.46044999999999997,
